Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,strain,create_date,version
SRR2588236,WGS,300,374782800,PRJNA295606,SAMN04096145,"Microbe\, viral or environmental",238090176,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,run.zq,realign","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317101,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL11390,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11390,DNA,SRP064605,REL11390,2015-10-08T21:27:00Z,1
SRR2588525,WGS,300,604648500,PRJNA295606,SAMN04096058,"Microbe\, viral or environmental",381470507,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,realign,sra,wgmlst_sig","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317182,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1069B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1069B,DNA,SRP064605,REL1069B,2015-10-08T18:05:00Z,1
SRR2588645,WGS,202,583182686,PRJNA295606,SAMN04096186,"Microbe\, viral or environmental",388786278,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,wgmlst_sig,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317200,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11343,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11343,DNA,SRP064605,REL11343,2015-10-08T18:09:00Z,1
SRR2588658,WGS,300,811254600,PRJNA295606,SAMN04096187,"Microbe\, viral or environmental",514084844,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317201,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL770A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL770A,DNA,SRP064605,REL770A,2015-10-08T18:07:00Z,1
SRR2588684,WGS,300,1523774400,PRJNA295606,SAMN04096188,"Microbe\, viral or environmental",957928612,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317202,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL770B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL770B,DNA,SRP064605,REL770B,2015-10-08T18:09:00Z,1
SRR2588690,WGS,300,795279000,PRJNA295606,SAMN04096189,"Microbe\, viral or environmental",505164079,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317203,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL960A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL960A,DNA,SRP064605,REL960A,2015-10-08T18:07:00Z,1
SRR2588691,WGS,300,1314129000,PRJNA295606,SAMN04096191,"Microbe\, viral or environmental",821222562,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,sra,wgmlst_sig","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317205,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1064A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1064A,DNA,SRP064605,REL1064A,2015-10-08T18:09:00Z,1
SRR2588692,WGS,300,512733900,PRJNA295606,SAMN04096193,"Microbe\, viral or environmental",321596612,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,run.zq,realign","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317207,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1160A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1160A,DNA,SRP064605,REL1160A,2015-10-08T18:07:00Z,1
SRR2588711,WGS,300,784150800,PRJNA295606,SAMN04096194,"Microbe\, viral or environmental",496031358,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,realign,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317208,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL1160B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1160B,DNA,SRP064605,REL1160B,2015-10-08T18:07:00Z,1
SRR2588757,WGS,300,329190300,PRJNA295606,SAMN04096196,"Microbe\, viral or environmental",212102725,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317211,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL2175B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2175B,DNA,SRP064605,REL2175B,2015-10-08T18:09:00Z,1
SRR2588790,WGS,300,334315500,PRJNA295606,SAMN04096200,"Microbe\, viral or environmental",212848793,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,sra,wgmlst_sig","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317215,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7185B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7185B,DNA,SRP064605,REL7185B,2015-10-08T18:09:00Z,1
SRR2588848,WGS,300,381089100,PRJNA295606,SAMN04096204,"Microbe\, viral or environmental",243197014,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317219,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL10411,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10411,DNA,SRP064605,REL10411,2015-10-08T18:09:00Z,1
SRR2588871,WGS,202,624935884,PRJNA295606,SAMN04096209,"Microbe\, viral or environmental",416615811,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317225,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL771B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL771B,DNA,SRP064605,REL771B,2015-10-08T18:09:00Z,1
SRR2588900,WGS,202,457036716,PRJNA295606,SAMN04096210,"Microbe\, viral or environmental",304630182,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317226,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL961A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL961A,DNA,SRP064605,REL961A,2015-10-08T18:09:00Z,1
SRR2588923,WGS,202,498090590,PRJNA295606,SAMN04096211,"Microbe\, viral or environmental",331234803,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317227,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL961B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL961B,DNA,SRP064605,REL961B,2015-10-08T18:12:00Z,1
SRR2588946,WGS,202,360471020,PRJNA295606,SAMN04096212,"Microbe\, viral or environmental",238527104,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317228,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1065A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1065A,DNA,SRP064605,REL1065A,2015-10-08T18:12:00Z,1
SRR2588991,WGS,202,645706332,PRJNA295606,SAMN04096217,"Microbe\, viral or environmental",429664910,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,run.zq,realign","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317234,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL2176B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2176B,DNA,SRP064605,REL2176B,2015-10-08T18:12:00Z,1
SRR2588992,WGS,202,495472872,PRJNA295606,SAMN04096219,"Microbe\, viral or environmental",329238155,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,realign,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317236,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL4533B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4533B,DNA,SRP064605,REL4533B,2015-10-08T18:11:00Z,1
SRR2588993,WGS,202,332999424,PRJNA295606,SAMN04096221,"Microbe\, viral or environmental",219952399,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,run.zq,realign","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317238,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL7186B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7186B,DNA,SRP064605,REL7186B,2015-10-08T18:11:00Z,1
SRR2588994,WGS,202,462472334,PRJNA295606,SAMN04096224,"Microbe\, viral or environmental",307049905,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,sra,wgmlst_sig","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317241,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10414,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10414,DNA,SRP064605,REL10414,2015-10-08T18:11:00Z,1
SRR2588995,WGS,202,511305026,PRJNA295606,SAMN04096225,"Microbe\, viral or environmental",342966696,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,wgmlst_sig,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317243,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL10415,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10415,DNA,SRP064605,REL10415,2015-10-08T18:12:00Z,1
SRR2588996,WGS,202,473369628,PRJNA295606,SAMN04096047,"Microbe\, viral or environmental",317866011,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317345,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL964B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL964B,DNA,SRP064605,REL964B,2015-10-08T18:31:00Z,1
SRR2588997,WGS,300,294637200,PRJNA295606,SAMN04096065,"Microbe\, viral or environmental",191515561,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,realign,run.zq,wgmlst_sig","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317346,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7178A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7178A,DNA,SRP064605,REL7178A,2015-10-08T18:15:00Z,1
SRR2588998,WGS,300,258644400,PRJNA295606,SAMN04096066,"Microbe\, viral or environmental",167468738,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,sra,realign","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317357,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7178B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7178B,DNA,SRP064605,REL7178B,2015-10-08T18:15:00Z,1
SRR2588999,WGS,202,338790158,PRJNA295606,SAMN04096268,"Microbe\, viral or environmental",222581245,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,sra,realign","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317373,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11371,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11371,DNA,SRP064605,REL11371,2015-10-08T18:20:00Z,1
SRR2589000,WGS,202,399217650,PRJNA295606,SAMN04096074,"Microbe\, viral or environmental",265745413,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,wgmlst_sig,realign","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317380,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL764B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL764B,DNA,SRP064605,REL764B,2015-10-08T18:19:00Z,1
SRR2589001,WGS,202,347006508,PRJNA295606,SAMN04096075,"Microbe\, viral or environmental",229048231,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317382,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL966A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL966A,DNA,SRP064605,REL966A,2015-10-08T18:19:00Z,1
SRR2589041,WGS,202,496679216,PRJNA295606,SAMN04096076,"Microbe\, viral or environmental",330116788,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,realign,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317383,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL966B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL966B,DNA,SRP064605,REL966B,2015-10-08T18:18:00Z,1
SRR2589042,WGS,202,430226266,PRJNA295606,SAMN04096077,"Microbe\, viral or environmental",286540217,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317384,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1070A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1070A,DNA,SRP064605,REL1070A,2015-10-08T18:18:00Z,1
SRR2589043,WGS,202,420400380,PRJNA295606,SAMN04096079,"Microbe\, viral or environmental",278742081,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,wgmlst_sig,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317386,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1166A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1166A,DNA,SRP064605,REL1166A,2015-10-08T18:18:00Z,1
SRR2589044,WGS,300,332127000,PRJNA295606,SAMN04096081,"Microbe\, viral or environmental",213325173,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,realign,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317388,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL2181A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2181A,DNA,SRP064605,REL2181A,2015-10-08T18:18:00Z,1
SRR2589045,WGS,300,623544900,PRJNA295606,SAMN04096082,"Microbe\, viral or environmental",389777000,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,wgmlst_sig,sra,realign","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317389,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL4538A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4538A,DNA,SRP064605,REL4538A,2015-10-08T18:18:00Z,1
SRR2589046,WGS,300,465977700,PRJNA295606,SAMN04096083,"Microbe\, viral or environmental",302094016,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,realign,sra,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317390,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7179B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7179B,DNA,SRP064605,REL7179B,2015-10-08T18:18:00Z,1
SRR2589047,WGS,300,346388100,PRJNA295606,SAMN04096086,"Microbe\, viral or environmental",219880002,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,run.zq,sra,realign","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1317394,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL765A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL765A,DNA,SRP064605,REL765A,2015-10-08T18:19:00Z,1
SRR2589048,WGS,202,453410614,PRJNA295606,SAMN04096050,"Microbe\, viral or environmental",302224278,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,wgmlst_sig,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317403,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1068C,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1068C,DNA,SRP064605,REL1068C,2015-10-08T18:21:00Z,1
SRR2589049,WGS,300,839811600,PRJNA295606,SAMN04096095,"Microbe\, viral or environmental",529309119,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,realign,sra,wgmlst_sig","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317404,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL2182B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2182B,DNA,SRP064605,REL2182B,2015-10-08T18:22:00Z,1
SRR2589050,WGS,300,333321900,PRJNA295606,SAMN04096097,"Microbe\, viral or environmental",216893422,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,run.zq,wgmlst_sig","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317406,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL4539B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4539B,DNA,SRP064605,REL4539B,2015-10-08T18:20:00Z,1
SRR2589051,WGS,300,274528800,PRJNA295606,SAMN04096099,"Microbe\, viral or environmental",177885913,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,wgmlst_sig,realign","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317408,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL7180B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7180B,DNA,SRP064605,REL7180B,2015-10-08T18:20:00Z,1
SRR2589052,WGS,300,516807300,PRJNA295606,SAMN04096102,"Microbe\, viral or environmental",327438938,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,wgmlst_sig,realign","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317411,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL10401,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10401,DNA,SRP064605,REL10401,2015-10-08T18:21:00Z,1
SRR2589053,WGS,300,425414100,PRJNA295606,SAMN04096106,"Microbe\, viral or environmental",274140324,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,sra,wgmlst_sig,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317416,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2500,not applicable,REL11337,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11337,DNA,SRP064605,REL11337,2015-10-08T18:21:00Z,1
SRR2589054,WGS,202,321440984,PRJNA295606,SAMN04096107,"Microbe\, viral or environmental",213943682,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,realign,wgmlst_sig","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317417,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL766A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL766A,DNA,SRP064605,REL766A,2015-10-08T18:21:00Z,1
SRR2589055,WGS,202,572810188,PRJNA295606,SAMN04096108,"Microbe\, viral or environmental",385194977,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,wgmlst_sig,realign,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317418,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL766B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL766B,DNA,SRP064605,REL766B,2015-10-08T18:31:00Z,1
SRR2589056,WGS,202,409580654,PRJNA295606,SAMN04096111,"Microbe\, viral or environmental",265661770,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317421,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1072A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1072A,DNA,SRP064605,REL1072A,2015-10-08T18:25:00Z,1
SRR2589057,WGS,202,415967692,PRJNA295606,SAMN04096112,"Microbe\, viral or environmental",277000322,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,run.zq,sra,wgmlst_sig","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317422,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1072B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1072B,DNA,SRP064605,REL1072B,2015-10-08T18:23:00Z,1
SRR2589058,WGS,202,382912210,PRJNA295606,SAMN04096113,"Microbe\, viral or environmental",255698016,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,sra,run.zq,realign","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317423,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1168A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1168A,DNA,SRP064605,REL1168A,2015-10-08T18:23:00Z,1
SRR2589059,WGS,202,244075792,PRJNA295606,SAMN04096114,"Microbe\, viral or environmental",162180502,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317424,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL1168B,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1168B,DNA,SRP064605,REL1168B,2015-10-08T18:23:00Z,1
SRR2589060,WGS,202,351644226,PRJNA295606,SAMN04096115,"Microbe\, viral or environmental",233734878,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317426,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL2183A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2183A,DNA,SRP064605,REL2183A,2015-10-08T18:23:00Z,1
SRR2589061,WGS,202,481722328,PRJNA295606,SAMN04096117,"Microbe\, viral or environmental",321962058,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"realign,wgmlst_sig,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317428,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL4540A,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4540A,DNA,SRP064605,REL4540A,2015-10-08T18:24:00Z,1
